,Tweets
852,"RT @RubinReport: What an insane tweet by Jeff Bezos who owns the propaganda outlet know as Washington Post, as well as Amazon, which sells…"
853,"@lariesmanis 25k sebulan

halo!
aku jual app prem nih 🙀 ada netflix, disney, youtube, spotify, hbo go/max, wetv, viu, iqiyi, canva, scribd, vidio, grammarly, dll!

✔️ aman, legal, proses cepat, trusted 6000+ testi
💸 all e-wallet, qris, bca
💌 dm/wa : https://t.co/6uoOCTMZij https://t.co/BPUOPZ7qfG"
854,"After Netflix fell 35% in one day last week, investors are wondering if the credits are rolling on media stocks. Adam Coons of Winthrop Capital Management tells us some will struggle, but the best content will win out https://t.co/SPYlAGBABl"
855,"RT @RubinReport: What an insane tweet by Jeff Bezos who owns the propaganda outlet know as Washington Post, as well as Amazon, which sells…"
856,"RT @Tesla: You can stream Netflix &amp; YouTube, play video games or sing Caraoke in your Tesla 📺🎮🎤"
857,"RT @Viviana2451: Can I invite you over to watch anime, Netflix and play with Pokémon?  🙈 https://t.co/dsGrrHKP72"
858,RT @hodgetwins: So is it ok for me to say Only women can get pregnant. Someone tell Netflix https://t.co/y4UveeeHyZ
859,RT @roy183sourav: First look of @dhanushkraja for #TheGrayMan on Netflix..the film also star chris evans and ryan Gosling https://t.co/LYX1…
860,"RT @vickyandbunny: Anyways. Rejected by Netflix. My works are great, and I make beautiful films. Their loss. I am just gonna keep working h…"
861,"RT @Heartstopper_TV: THEY'RE THE MOMENT!!

Heartstopper is now officially certified fresh on rotten tomatoes with 100% critics score, being…"
862,"RT @OSPyoutube: and so netflix, hearing the prophecy of its doom, sacrificed its animation projects and exposed its hype titles on the moun…"
863,RT @rosealinaof: Te paso a buscar y vemos Pokémon en Netflix? 😈😍 RT https://t.co/TWHhIwYnhI
864,"RT @vickyandbunny: Anyways. Rejected by Netflix. My works are great, and I make beautiful films. Their loss. I am just gonna keep working h…"
865,"@netflix Do 6.99 a month for 6 months and then we can talk about our relationship.

Until then your emails will be left unread."
866,RT @sekartweets: First look of @dhanushkraja from his @netflix film #TheGrayMan 🔥🔥 https://t.co/SoUd4YKhRK
867,"RT @Heartstopper_TV: THEY'RE THE MOMENT!!

Heartstopper is now officially certified fresh on rotten tomatoes with 100% critics score, being…"
868,"RT @netflix: The fans are ready. Are you? Ozark, the final episodes, streaming this Friday. https://t.co/DVaWE6vrHa"
869,"RT @YingjueChen: The Netflix trainee program will continue next year, one of the biggest things I've learned is recruiters notice GROWTH, t…"
870,"RT @ImprovementWiz: Don't do these things while eating - 

1. Watching Netflix
2. Swallowing quickly
3. Thinking about other things

Mindfu…"
871,"RT @vickyandbunny: Anyways. Rejected by Netflix. My works are great, and I make beautiful films. Their loss. I am just gonna keep working h…"
872,"RT @Chrissuccess: #TheGrayMan 

Ryan Gosling, Chris Evans, Dhanush, Ana de Armas.

Premiers July 22 on NETFLIX. https://t.co/r9vla34iOI"
873,"RT @vickyandbunny: Anyways. Rejected by Netflix. My works are great, and I make beautiful films. Their loss. I am just gonna keep working h…"
874,"RT @netflix: Heartstopper taught me that ""Hi"" can be the most romantic word in the English language. https://t.co/Vu8x00B0Uz"
875,"RT @vickyandbunny: Anyways. Rejected by Netflix. My works are great, and I make beautiful films. Their loss. I am just gonna keep working h…"
876,"@PIB_India @NetflixIndia @MIB_India @netflix It's like welcoming Audrey truschke to India, ask her to do research on Aurangzeb and blame Hindus for their genocide."
877,RT @rPrequelMemes: The fall of Netflix... https://t.co/FNXg1ppwyV https://t.co/cTu32lUwk0
878,"The economics of Netflix 2021

As if they still make $180m on DVDs 🤯 https://t.co/AlFpKN6KOP"
879,"RT @forever_23babyy: Can I invite you over to watch anime, Netflix and play with Pokémon?  🙈 https://t.co/rPeE78mLyY"
880,"RT @MrKartShyam: Still can't believe a Tamil actor will be starring in a film directed by the Russo Brothers for Netflix.

Do us proud Dhan…"
881,"RT @netflix: The @Russo_Brothers created an epic, globe-hopping action-packed cinematic extravaganza coming your way July 22! 

The Gray Ma…"
882,RT @dhanushkraja: The gray man  #TheGrayMan @NetflixFilm July 22nd on Netflix @Russo_Brothers https://t.co/yAXte77C2G
883,"RT @Heartstopper_TV: THEY'RE THE MOMENT!!

Heartstopper is now officially certified fresh on rotten tomatoes with 100% critics score, being…"
884,"RT @Heartstopper_TV: THEY'RE THE MOMENT!!

Heartstopper is now officially certified fresh on rotten tomatoes with 100% critics score, being…"
885,@_netflix_1__ @18HOTVIDS @Snap_chat_1 Movie name?
886,The gray man  #TheGrayMan @NetflixFilm July 22nd on Netflix @Russo_Brothers https://t.co/2DjKj9n5ef
887,"RT @svpino: One of the most widely used topics in machine learning:

Recommender Systems.

(Netflix, Amazon, YouTube, Tinder → all of them…"
888,RT @MischevousKat: 5 minutes into anime Netflix and chill 😎 https://t.co/4es8sGJLoa
889,"RT @netflix: The fans are ready. Are you? Ozark, the final episodes, streaming this Friday. https://t.co/DVaWE6vrHa"
890,"RT @KoreanUpdates: Prior to worldwide release of the series on 6 May, Netflix #TheSoundOfMagic will drop its OST 'Sir, Do You Believe in Ma…"
891,"RT @TheDiamondNFT: 🎊🎁#NFTGiveaway Supermeta+🎁🎊

• 1x Deadmates #NFT ($250)
• 10x Project J WL

Enter
1⃣Follow @supermetaplus_ &amp; Me 
2⃣RT +…"
892,"RT @BingedHelps: #StreamingUpdate

....and here is the first look of superstar #Dhanush straight outta #TheGrayMan!! 🔥🔥

@dhanushkraja @Net…"
893,RT @netflix: This moment of realization in Heartstopper is a crucial reminder that having a few people who love you for who you are is much…
894,"@wojfinance @Alian_woas @elonmusk 🔥🔥
Like this #WOJ
#wojakfinance @binance 
#wojtoken #wojak
#1000xgem @wolfofwallst
@wojfinance  @cz_binance 
@kucoincom @FloydMayweather 
@Spotify @netflix
@TheMoonCarl
@grandoldmemes
https://t.co/DL3zvQyQ3Y
👨🏿‍🎨👨🏿‍🎨 https://t.co/MtUYqTRO6i"
895,"teenage bounty hunters not getting renewed is my villain origin story. netflix will pay. u will see vengeance like never before. 

https://t.co/T4xLafT1wi"
896,RT @netflix: It’s Ryan Gosling vs. Chris Evans in The Gray Man — FIRST LOOK: https://t.co/YWxFRJW62D
897,"RT @netflix: Romantic gestures on a sports fields just hit different

📺 Heartstopper 
📽️ To All The Boys... https://t.co/1cskoi77X9"
898,"RT @NetflixFilm: “The Gray Man is an incredibly mysterious character with a highly secretive past. In essence, he’s a ghost, a minimalist,…"
899,"Genuine big tech year-to-date performance (excluding MEDIA company Netflix)

This is what a valuation-driven correction looks like. Meta is what a collapse in sentiment looks like.

Note how correlated the others are... https://t.co/SYCN8YaUPZ"
900,RT @dhanushkraja: The gray man  #TheGrayMan @NetflixFilm July 22nd on Netflix @Russo_Brothers https://t.co/yAXte77C2G
901,"RT @netflix: The fans are ready. Are you? Ozark, the final episodes, streaming this Friday. https://t.co/DVaWE6vrHa"
902,RT @hodgetwins: So is it ok for me to say Only women can get pregnant. Someone tell Netflix https://t.co/y4UveeeHyZ
903,RT @Gabuchogram: Me watching #Heartstopper on @netflix https://t.co/sbKuE5bvbv
904,"RT @UshaNirmala: Either our MIB guys are corrupt or plain dumb. To tie up with Netflix, a woke platform and known to house anti India conte…"
905,"RT @smbmanibharathi: #TheGrayMan @dhanushkraja's First Look 

Trailer on Next Weak 

Streaming on Netflix from July 22, 2022. https://t.co/…"
906,@NetflixIndia @dhanushkraja Rey netflix mawa movie ni Theatre lo release cheyara....
907,"I didn't really liked Tao's adaption in the serie Heartstopper... On webtoon (I mean on the graphic novel) Tao is just insecure and lonely, but kind. In netflix's adaptation sure he feels lonely but he's also kinda like.. a bit toxic in my opinion :("
908,@Riskiest_Poison Netflix to America ka RPower banane wala lag raha https://t.co/DD4eaLf6pY
909,"@reedhastings 
Hi Sir...This is srinivas...I have excellent idea to increase the subscription base of Netflix ..Request you to give me u r mail id so that I can send the PPT..."
910,RT @PAPPYKOJO: When be the last time u ghana people dissing me on twitter watched Netflix with the account belonging to you and also had Mc…
911,RT @dhanushkraja: The gray man  #TheGrayMan @NetflixFilm July 22nd on Netflix @Russo_Brothers https://t.co/yAXte77C2G
912,"RT @netflix: The fans are ready. Are you? Ozark, the final episodes, streaming this Friday. https://t.co/DVaWE6vrHa"
913,RT @dhanushkraja: The gray man  #TheGrayMan @NetflixFilm July 22nd on Netflix @Russo_Brothers https://t.co/yAXte77C2G
914,"@Iarismanis Ada kak yuk dm
PREMIUM APPS
✔️trusted 
✔️bergaransi
💳All e-wallet, BRI, Qris
👉DM / WA ➡️ https://t.co/L51jnE9v1d
🔎500+ testi on bio

jual netflix spotify youtube wetv viu Disney HBO go iqiyi vidio Drakor id canva  grammarly Scribd am vsco remini https://t.co/PdzwzTuEpR"
915,"ready tinggal copas nii😸

★ NETFLIX SHARING Harian 1P1U ★

1 hari 2.5OO
3 hari https://t.co/1cnOhsUK2x
1 minggu https://t.co/RVDlO8CDM8

☑️ full garansi, anti on hold
☑️ legal
☑️ trusted. 76O+ testi cek pinned

dm or wa for order&lt;3 https://t.co/wZPBSAvUN9"
916,RT @dhanushkraja: The gray man  #TheGrayMan @NetflixFilm July 22nd on Netflix @Russo_Brothers https://t.co/yAXte77C2G
917,"RT @jebin_tricks: No Vijay, Ajith, suriya fans supported Dhanush who working on Netflix's biggest project.. just imagine if dhanush is an a…"
918,RT @dhanushkraja: The gray man  #TheGrayMan @NetflixFilm July 22nd on Netflix @Russo_Brothers https://t.co/yAXte77C2G
919,"RT @Kaushal_rebel: #RadheShyam hindi on Netflix from May 4!

#Prabhas https://t.co/EEUBG0ESZj"
920,"RT @DiscussingFilm: The Russo Brothers’ ‘THE GRAY MAN’, starring Chris Evans, Ryan Gosling, Ana de Armas, Dhanush, Jessica Henwick and Rége…"
921,"RT @vickyandbunny: Anyways. Rejected by Netflix. My works are great, and I make beautiful films. Their loss. I am just gonna keep working h…"
922,Ready for Evans to be the king of Netflix yup
923,RT @sekartweets: First look of @dhanushkraja from his @netflix film #TheGrayMan 🔥🔥 https://t.co/SoUd4YKhRK
924,"It will be:

1. @netflix 
2. @PrimeVideo ( MGM Prime)
3. @disneyplus 
4. @hbomax https://t.co/kRpmhlX1nY"
925,"RT @vickyandbunny: Anyways. Rejected by Netflix. My works are great, and I make beautiful films. Their loss. I am just gonna keep working h…"
926,maybe if Netflix didn’t pay already rich as hell actors millions of dollars to play the same characters over and over again in movies we don’t even like they wouldn’t need to keep raising the prices? Just something to think about
927,"RT @NetflixLAT: GOSLING💥 EVANS 💥 DE ARMAS 💥 PAGE
'The Gray Man', dirigida por Anthony y Joe Russo,  estrena el 22 de julio en Netflix. http…"
928,"RT @vickyandbunny: Anyways. Rejected by Netflix. My works are great, and I make beautiful films. Their loss. I am just gonna keep working h…"
929,"RT @kingbealestreet: instead of touching the animation, why doesn't Netflix start cutting down on those dumb movies they make every week an…"
930,RT @dhanushkraja: The gray man  #TheGrayMan @NetflixFilm July 22nd on Netflix @Russo_Brothers https://t.co/yAXte77C2G
931,"@OneDesignLater @MooreDausen @PersonaSpeaks Ps2 included a DVD player for cheaper than most DVD players: monumental 
I'm not sure which console gave us apps first but I think 360 was first with YouTube and Netflix tho I could be wrong but that was monumental lol again every console maker has done something monumental lol"
932,RT @hodgetwins: So is it ok for me to say Only women can get pregnant. Someone tell Netflix https://t.co/y4UveeeHyZ
933,"RT @IngrahamAngle: Netflix losing subscribers.
CNN+ shuts down.
Disney stock value dropping.
Twitter takeover by Musk.

Just the beginning?"
934,"RT @EricNMoody: Here's some advice for people with a traditional 9-5 who claim they don't have time to create content:

-Replace Netflix wi…"
935,RT @netflix: It’s Ryan Gosling vs. Chris Evans in The Gray Man — FIRST LOOK: https://t.co/YWxFRJW62D
936,"RT @vickyandbunny: Anyways. Rejected by Netflix. My works are great, and I make beautiful films. Their loss. I am just gonna keep working h…"
937,RT @hodgetwins: So is it ok for me to say Only women can get pregnant. Someone tell Netflix https://t.co/y4UveeeHyZ
938,"RT @evanscontent: chris evans has two movies being released this summer

pixar’s ‘lightyear’ releases june 17 in theaters &amp; ‘the gray man’…"
939,"RT @pointcomnews: 'The Gray Man' des Frères Russo sortira le 22 juillet sur #Netflix.

📽 Casting du film :  Chris Evans, Ryan Gosling, Jess…"
940,RT @GrahamWinfrey: How Disney partnered with Steve Jobs to create a revolutionary new business model @Inc #BingeTimes @dawnc331 @dadehayes…
941,RT @BringBackBone: Here’s a thread of some cool great stuff you can watch right now from Netflix Animation’s TV division! https://t.co/iB7W…
942,"RT @IngrahamAngle: Netflix losing subscribers.
CNN+ shuts down.
Disney stock value dropping.
Twitter takeover by Musk.

Just the beginning?"
943,"@ebternal ready tinggal copas nii😸

★ NETFLIX SHARING Harian 1P1U ★

1 hari 2.5OO
3 hari https://t.co/1cnOhsUK2x
1 minggu https://t.co/RVDlO8CDM8

☑️ full garansi, anti on hold
☑️ legal
☑️ trusted. 76O+ testi cek pinned

dm or wa for order&lt;3 https://t.co/d2He9jOAxT"
944,"RT @No_Scruggs: @thetsunderi This anime I watched at a really young age back in the ""early Netflix anime Renaissance"". It was really focuse…"
945,"RT @vickyandbunny: Anyways. Rejected by Netflix. My works are great, and I make beautiful films. Their loss. I am just gonna keep working h…"
946,RT @dhanushkraja: The gray man  #TheGrayMan @NetflixFilm July 22nd on Netflix @Russo_Brothers https://t.co/yAXte77C2G
947,RT @GrahamWinfrey: How Disney partnered with Steve Jobs to create a revolutionary new business model @Inc #BingeTimes @dawnc331 @dadehayes…
948,RT @ChrisEvansForum: 📸 | Untagged still of Chris Evans in @netflix ‘s “The Grey Man” https://t.co/xrWcYmNYrO
949,"RT @MadCrazyHatter_: Just #Dhanush in a film directed by #TheRussoBrothers, which also stars #ChrisEvans and #RyanGosling. So proud of what…"
950,RT @YifahtM: @HameerHussain @omnisocietynft are creating the first Financial district/real estate/wallstreet of the Metaverse.Contracted wi…
951,"RT @netflix: The fans are ready. Are you? Ozark, the final episodes, streaming this Friday. https://t.co/DVaWE6vrHa"
952,"RT @TheDiamondNFT: 🎊🎁#NFTGiveaway Supermeta+🎁🎊

• 1x Deadmates #NFT ($250)
• 10x Project J WL

Enter
1⃣Follow @supermetaplus_ &amp; Me 
2⃣RT +…"
953,"RT @vickyandbunny: Anyways. Rejected by Netflix. My works are great, and I make beautiful films. Their loss. I am just gonna keep working h…"
954,"RT @vickyandbunny: Anyways. Rejected by Netflix. My works are great, and I make beautiful films. Their loss. I am just gonna keep working h…"
955,RT @haribooper: The gray man  #TheGrayMan @NetflixFilm July 22nd on Netflix @Russo_Brothers https://t.co/axZShgDdRy
956,RT @violetfirelove: netflix and lick my holes? https://t.co/LCLOMnod36
957,"RT @IngrahamAngle: Netflix losing subscribers.
CNN+ shuts down.
Disney stock value dropping.
Twitter takeover by Musk.

Just the beginning?"
958,"Hearing so many good things about Heartstopper, so since IDK how much longer my ex-husband (we live in the same household w/ our sons) will subscribe to Netflix, I decided to watch it today. I'm already on ep4 and oh my goodness, I've been smiling, crying, and cheering. 💖 https://t.co/ab1cuJN0Zx"
959,"RT @vickyandbunny: Anyways. Rejected by Netflix. My works are great, and I make beautiful films. Their loss. I am just gonna keep working h…"
960,"RT @Trendswoodcom: #TheGrayMan First Look Of DHANUSH 🔥

Premiere On July 22nd On Netflix https://t.co/RUPCXqvper"
961,"RT @indiatvnews: #TheGrayMan is said to be made on a huge budget by Russo Brothers for Netflix. #Dhanush

 https://t.co/8gGqky1pU9"
962,"RT @hazelluvly: Rihanna  body,Beyonce  sexy ,Wizkid  vibes ,need me a boyfriend that loves Anime Pokemon Netflix and chill🥰 https://t.co/BT…"
963,Netflix and chill ✨🔥 https://t.co/ykKSgXKnb7
964,RT @hodgetwins: So is it ok for me to say Only women can get pregnant. Someone tell Netflix https://t.co/y4UveeeHyZ
965,"RT @Chrissuccess: #TheGrayMan 

Ryan Gosling, Chris Evans, Dhanush, Ana de Armas.

Premiers July 22 on NETFLIX. https://t.co/r9vla34iOI"
966,"RT @samoviedatabase: Netflix Debuts Its First African Podcast “Never Late | African Time”

#NetflixSA #NeverLateAfricanTime #AfricanPodcast…"
967,RT @thedanoverse: if netflix cancels season 2 of heartstopper i’m canceling my subscription /j
968,RT @roy183sourav: First look of @dhanushkraja for #TheGrayMan on Netflix..the film also star chris evans and ryan Gosling https://t.co/LYX1…
969,"RT @vickyandbunny: Anyways. Rejected by Netflix. My works are great, and I make beautiful films. Their loss. I am just gonna keep working h…"
970,RT @jsxrinarx: Who wants to watch an anime movie on Netflix with me? 😇 https://t.co/7OlFrDyFow
971,"RT @vickyandbunny: Anyways. Rejected by Netflix. My works are great, and I make beautiful films. Their loss. I am just gonna keep working h…"
972,"RT @akashbalor: #TwitterReview2022 
206. #GangubaiKathiawadi - @netflix 

3.25/5 - Decently made biographical drama which satisfies in the…"
973,RT @IAMINUNISON: https://t.co/HaELEgIm0B https://t.co/iXVkpMEVFW
974,RT @english_milf: Netflix and chill https://t.co/aNyAGCqTfI
975,RT @box0fficeindia: #RadheShyam (Hindi) Set to Stream on #Netflix from 3rd May. #Prabhas
976,"RT @AniGuha: Ryan Gosling, Chris Evans, Regé-Jean Page and…

Dhanush. How to not be excited? 

#TheGrayMan on @netflix. https://t.co/JmAXSk…"
977,Not YouTube think it’s Netflix https://t.co/Y9Yb0dkGga
978,"RT @vickyandbunny: Anyways. Rejected by Netflix. My works are great, and I make beautiful films. Their loss. I am just gonna keep working h…"
979,@hodgetwins I mean wtf is going on in the world rn this is what Netflix cares about.
980,Netflix is removing #StartUpNetflix next week😠😡🤬
981,"STREAMING ALERT: #RadheShyam 💞 #Hindi Will Be Available On #Netflix @NetflixIndia From May 3rd!!

#Prabhas #LovePrabhas https://t.co/ebc5HO5HId"
982,"RT @FilmUpdates: Netflix’s ‘HEARTSTOPPER’ is now officially certified fresh on Rotten Tomatoes with a score of 100%

(https://t.co/kqgLxR0J…"
983,Why am I paying £15.99 for Netflix when Disney+ is half the price? 🤔
984,RT @torispringlvr: @netflix @AliceOseman @NetflixUK netflix we mentally need a second season i do hope u know this
985,RT @violetfirelove: netflix and lick my holes? https://t.co/LCLOMnod36
986,nick nelson charlie spring heartstopper show netflix video fc fancam edit edits lover #HeartstopperNetflix #Heartstopper https://t.co/qq4QX5IMMk
987,"RT @snyder_all: Since exposing WB's management,

- Ray Fisher was in a project produced by Jay Z and Will Smith

- Will star in Netflix big…"
988,been obsessed with the show bridgerton lately on netflix https://t.co/mq5HaWfnsD
989,RT @Variety: ‘Heartstopper’ Tops Twitter Chart After Netflix Debut https://t.co/8hZIjI2aCV
990,RT @netflix: Everyone is ready to go back to high school with Rebel Wilson! SENIOR YEAR premieres May 13 on Netflix. https://t.co/36SleKN52k
991,"RT @TheDiamondNFT: 🎊🎁#NFTGiveaway Supermeta+🎁🎊

• 1x Deadmates #NFT ($250)
• 10x Project J WL

Enter
1⃣Follow @supermetaplus_ &amp; Me 
2⃣RT +…"
992,RT @dhanushkraja: The gray man  #TheGrayMan @NetflixFilm July 22nd on Netflix @Russo_Brothers https://t.co/yAXte77C2G
993,@sophielouisecc Harry's making money out of the exploitation of his mother  and the RF.  Without the royal connections he wouldn't be in contract with Netflix.  Interesting to see how things pan out.
994,Grace and Frankie | A Farewell to 7 Seasons with Jane Fonda and Lily Tomlin | Netflix https://t.co/LsmqT1NMzl
995,"mom asked what to watch on netflix and i said ""check heartstopper"" so we watched the trailer and mom was staring at me cuz i memorize all the lines from the trailer T__T"
996,"RT @vickyandbunny: Anyways. Rejected by Netflix. My works are great, and I make beautiful films. Their loss. I am just gonna keep working h…"
997,"RT @nandha_reports: waiting thalaiva..@dhanushkraja  

#TheGrayMan #Dhanush #dhanushkraja  #Netflix https://t.co/P0hw5ol0jW"
998,"Netflix Debuts Its First African Podcast “Never Late | African Time”

#NetflixSA #NeverLateAfricanTime #AfricanPodcast #AndyMaqondwana #ZweliMbhele

https://t.co/Z4l4SrHORS"
999,"RT @joventwinkok: Sleepover with the boys, they invited us to watch something on Netflix, 😈🎬But we fell asleep and they beat us 🥳🍆

https:/…"
1000,"RT @Tessitore16: Prodigal son deserve much more stories
@netflix @warnerbrostv @PrimeVideo @hulu @skytv @AppleTV @hbomax please save prodig…"
1001,"Today one of my dreams came true. THE ESSEX SERPENT is coming to Netflix and Tom —yes, that Tom—the best Tom—is playing William!! 
My heart. 

https://t.co/xB7n9SgeEC"
1002,RT @dhanushkraja: The gray man  #TheGrayMan @NetflixFilm July 22nd on Netflix @Russo_Brothers https://t.co/yAXte77C2G
1003,"RT @AniGuha: Ryan Gosling, Chris Evans, Regé-Jean Page and…

Dhanush. How to not be excited? 

#TheGrayMan on @netflix. https://t.co/JmAXSk…"
1004,"RT @IngrahamAngle: Netflix losing subscribers.
CNN+ shuts down.
Disney stock value dropping.
Twitter takeover by Musk.

Just the beginning?"
1005,"#FreeBrendanDassey #FreeStevenAvery #JusticeForTeresaHalbach 
👉🏼#MakingAMurderer👈🏼@Tony4WI @GovEvers @RosemaryScapicc @ABC @NBC26 @48hours @RebeccaforReal @netflix @Oprah @TheEllenShow @TiffanyYounger4 @WiStateJournal @ladygaga @FLOTUS @KimKardashian @WisDOJ @BarackObama @DrPhil https://t.co/AlvZFQr8zY"
1006,"RT @zeeloveszee: I highly recommend you all to watch this masterpiece finally it's on Netflix!
#GangubaiKathiawadi
https://t.co/2oV2VhTHHA"
1007,The gray man  #TheGrayMan @NetflixFilm July 22nd on Netflix @Russo_Brothers @dhanushkraja #Karnan #Vaathi #NaaneVaruven #CaptainMiller #Thiruchitrambalam @YouthwingDFC_KK @KanyaKumariDFC https://t.co/6CfPopTDjg
1008,RT @jaymo_ke: With all durexpect let's Netflix and chill.😌
1009,"RT @NetflixUK: Dakota Johnson is Anne Elliot
Cosmo Jarvis is Frederick Wentworth
Henry Golding is Mr. Elliot

PERSUASION, based on the nove…"
1010,RT @dhanushkraja: The gray man  #TheGrayMan @NetflixFilm July 22nd on Netflix @Russo_Brothers https://t.co/yAXte77C2G
1011,RT @dhanushkraja: The gray man  #TheGrayMan @NetflixFilm July 22nd on Netflix @Russo_Brothers https://t.co/yAXte77C2G
1012,RT @BBCLauraKT: BREAKING: The government have set up a Cost of Living Working Group to give ordinary people handy money saving tips. So far…
1013,Best thing on Netflix rn https://t.co/8y3TcXX6h5
1014,RT @ChrisEvans_USA: Chris Evans mustache 🔥🔥Yahoo News/EW reports The Gray Man will bow in theaters July 15 before streaming on Netflix July…
1015,@MPMS49310792 This is currently on Netflix. Only about 6 episodes. Excellent. https://t.co/a8cUk8igjv
1016,"RT @NetflixIndia: *Takes a deep breath*
RYAN GOSLING 💥 CHRIS EVANS 💥 ANA DE ARMAS 💥 DHANUSH 💥 REGÉ-JEAN PAGE 💥  
THE GRAY MAN - directed by…"
1017,"RT @vickyandbunny: Anyways. Rejected by Netflix. My works are great, and I make beautiful films. Their loss. I am just gonna keep working h…"
1018,"RT @GauravS7707: The first look of #Dhanush in the much-awaited #Netflix film #TheGrayMan, starring Ryan Gosling, Chris Evans, Ana de Armas…"
1019,"RT @jhenwickarg: ""The Gray Man"" protagonizada por  Jessica Henwick, Ryan Gosling, Ana de Armas, Chris Evans y Regé-Jean Page se estrenará e…"
1020,Lots of concern about Netflix numbers dropping but recent price rise was the main culprit. Price increase couldn't have come at a worse time for the streaming service.
1021,RT @dhanushkraja: The gray man  #TheGrayMan @NetflixFilm July 22nd on Netflix @Russo_Brothers https://t.co/yAXte77C2G
1022,"RT @_oluwaseun9: For erotic comics and wallpapers, regular wallpapers, Netflix logins, hookups, sure legit betting odds🔥🔥🔥 

https://t.co/v…"
1023,#TheGrayMan @dhanushkraja @NetflixFilm July 22nd on Netflix @Russo_Brothers https://t.co/wvNFX1msYm
1024,"RT @vickyandbunny: Anyways. Rejected by Netflix. My works are great, and I make beautiful films. Their loss. I am just gonna keep working h…"
1025,RT @AngieCoss2002: Pikachu I choose you! Come to my crib so we can watch Netflix or Pokémon 🍑 https://t.co/g5tObvZkpr
1026,"RT @VenghaiMohan: International actor @dhanushkraja star ..

The gray man  #TheGrayMan @NetflixFilm July 22nd on Netflix @Russo_Brothers ht…"
1027,tbh i love how the netflix heartstopper followed so closely with the comic
1028,"criminal: uk S02E02, unbelievable (netflix), shetland S3 stand out in recent memory. https://t.co/jFmrPZWoQs"
1029,"Hello,people! Watching Netflix all day is a essential event of being happy in order to not go crazy during covid time, My owner once told me a story:  Jessi, who is a nurse, he  saved a village from the virus,, and he  saved a village from the virus,"
1030,"RT @RubinReport: What an insane tweet by Jeff Bezos who owns the propaganda outlet know as Washington Post, as well as Amazon, which sells…"
1031,"RT @BuzzFeedUK: Joe Locke and Kit Connor understood the entire #Heartstopper assignment.

https://t.co/Fdn6k3Fobe"
1032,"RT @delitecinemas: First Look of @dhanushkraja in  #TheGrayMan 🔥🔥🔥

#Dhanush #Netflix https://t.co/HF3nQrxPwn"
1033,"RT @netflix: Romantic gestures on a sports fields just hit different

📺 Heartstopper 
📽️ To All The Boys... https://t.co/1cskoi77X9"
1034,RT @POPSUGAR: The song's lyrics go perfectly with the storyline of the new Netflix K-drama. https://t.co/XZR1W38bHz
1035,RT @SachinBhattarai: @aliaa08 ‘s acting skill is like an upward growth curve. I wish that curve shall never go down. Not only just her acti…
1036,"RT @vickyandbunny: Anyways. Rejected by Netflix. My works are great, and I make beautiful films. Their loss. I am just gonna keep working h…"
1037,"RT @vickyandbunny: Anyways. Rejected by Netflix. My works are great, and I make beautiful films. Their loss. I am just gonna keep working h…"
1038,RT @KingJosiah54: When LeBron see Kyrie in the Maldives https://t.co/i2UDKqc5IS
1039,RT @guccithirdleg: Netflix N Chill ? 😈🍆 https://t.co/RaxYFbWecA
1040,"RT @_oluwaseun9: For erotic comics and wallpapers, regular wallpapers, Netflix logins, hookups, sure legit betting odds🔥🔥🔥 

https://t.co/v…"
1041,RT @rPrequelMemes: The fall of Netflix... https://t.co/FNXg1ppwyV https://t.co/cTu32lUwk0
1042,RT @Karthikravivarm: #TheGrayMan July 22nd on Netflix https://t.co/fR2t3NFjva
1043,"RT @jaja_amarillo: Makipag-onsehan with Eloy sa 2 Good 2 Be True directed by Mae Cruz Alviar this MAY 16 sa Kapamilya Ch, Kapamilya Online…"
1044,"RT @TheGrayManNews: First look at Ryan Gosling, Chris Evans, Ana de Armas, Regé-Jean Page, and Dhanush in #TheGrayMan.

Coming to Netflix o…"
1045,@PhilMphela Netflix - Instant Hotel
1046,"RT @AmbrosiansNFT: The rumbling caused by the Ambrosian Army mobilizing has been heard by the masses ⚡

FP ATH @ 0.88 📈
Staking ATH at 51%…"
1047,"RT @urstanaysuriya: #RadheShyam (Hindi) will be Streaming On NETFLIX from May3rd 🤩

#Prabhas #PoojaHegde https://t.co/NmFEXrkG1a"
1048,RT @MeadowsGardenn: HEARTSTOPPER SEASON 2 PLEASE I BEG OF YOU NETFLIX https://t.co/rR148HIQkx
1049,Netflix Could Fall Nearly 50% More (NASDAQ:NFLX) https://t.co/vzGl7cH8SQ
1050,RT @juicedrewthis: Ok it’s daytime and I can talk about it GUESS WHO GOT ACCEPTED TO THE NEXT ROUND OF THE NETFLIX TRAINEE PROGRAM!!! :OOOO…
1051,"RT @netflix: Romantic gestures on a sports fields just hit different

📺 Heartstopper 
📽️ To All The Boys... https://t.co/1cskoi77X9"
1052,"@_Apost8 @sbkaufman That would not make the statement ""completely untrue"". The statement is true regardless of whether Netflix's entire catalogue is woke mind virus affected visual-muzak."
1053,"RT @Heartstopper_TV: THEY'RE THE MOMENT!!

Heartstopper is now officially certified fresh on rotten tomatoes with 100% critics score, being…"
1054,"RT @Heartstopper_TV: THEY'RE THE MOMENT!!

Heartstopper is now officially certified fresh on rotten tomatoes with 100% critics score, being…"
1055,@Cardinals @netflix I was a winner! 🙌🏻 See you tonight! ⚾️
